"GO_term_ID","gene_index","Uniprot_ID","gene_symbol","gene_name","GO_term_name","GO_term_definition"
"GO:0010001",13107,"Q8TAK6","OLIG1","Oligodendrocyte transcription factor 1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",13387,"Q8TEW0","PARD3","Partitioning defective 3 homolog","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",13398,"Q8TF17","SH3TC2","SH3 domain and tetratricopeptide repeat-containing protein 2","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",13765,"Q92542","NCSTN","Nicastrin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",13791,"Q92597","NDRG1","Protein NDRG1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",13817,"Q92633","LPAR1","Lysophosphatidic acid receptor 1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",13853,"Q92769","HDAC2","Histone deacetylase 2","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",13968,"Q93074","MED12","Mediator of RNA polymerase II transcription subunit 12","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",14105,"Q96AG3","SLC25A46","Mitochondrial outer membrane protein SLC25A46","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",14271,"Q96DB2","HDAC11","Histone deacetylase 11","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",14645,"Q96JT2","SLC45A3","Solute carrier family 45 member 3","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",14824,"Q96MN9","ZNF488","Zinc finger protein 488","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",14921,"Q96P11","NSUN5","28S rRNA (cytosine-C(5))-methyltransferase","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",14957,"Q96PE5","OPALIN","Opalin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",15226,"Q99453","PHOX2B","Paired mesoderm homeobox protein 2B","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",15367,"Q99835","SMO","Smoothened homolog","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",15404,"Q99972","MYOC","Myocilin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",15524,"Q9BRK3","MXRA8","Matrix remodeling-associated protein 8","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",15883,"Q9BXM0","PRX","Periaxin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",16052,"Q9BZC7","ABCA2","ATP-binding cassette sub-family A member 2","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",16088,"Q9BZM3","GSX2","GS homeobox 2","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",16128,"Q9C056","NKX6-2","Homeobox protein Nkx-6.2","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",16393,"Q9H1R2","DUSP15","Dual specificity protein phosphatase 15","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",16853,"Q9H9Z2","LIN28A","Protein lin-28 homolog A","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",17006,"Q9HCE5","METTL14","N6-adenosine-methyltransferase non-catalytic subunit","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",17080,"Q9HD90","NEUROD4","Neurogenic differentiation factor 4","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",17103,"Q9NP62","GCM1","Chorion-specific transcription factor GCMa","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",17257,"Q9NQV8","PRDM8","PR domain zinc finger protein 8","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",17295,"Q9NR50","EIF2B3","Translation initiation factor eIF-2B subunit gamma","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",17322,"Q9NRD5","PICK1","PRKCA-binding protein","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",17841,"Q9NZC2","TREM2","Triggering receptor expressed on myeloid cells 2","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",17980,"Q9P1Q0","VPS54","Vacuolar protein sorting-associated protein 54","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18125,"Q9UBD9","CLCF1","Cardiotrophin-like cytokine factor 1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18157,"Q9UBN4","TRPC4","Short transient receptor potential channel 4","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18203,"Q9UBX8","B4GALT6","Beta-1,4-galactosyltransferase 6","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18374,"Q9UI10","EIF2B4","Translation initiation factor eIF-2B subunit delta","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18405,"Q9UIH9","KLF15","Krueppel-like factor 15","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18453,"Q9UJH8","METRN","Meteorin","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18470,"Q9UJU2","LEF1","Lymphoid enhancer-binding factor 1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18706,"Q9ULX5","RNF112","RING finger protein 112","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18740,"Q9UMS4","PRPF19","Pre-mRNA-processing factor 19","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18747,"Q9UMX3","BOK","Bcl-2-related ovarian killer protein","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18768,"Q9UN79","SOX13","Transcription factor SOX-13","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18865,"Q9UPY3","DICER1","Endoribonuclease Dicer","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",18867,"Q9UPY6","WASF3","Actin-binding protein WASF3","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",19005,"Q9Y2G1","MYRF","Myelin regulatory factor","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",19091,"Q9Y2Y6","TMEM98","Transmembrane protein 98","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",19199,"Q9Y466","NR2E1","Nuclear receptor subfamily 2 group E member 1","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",19383,"Q9Y5R2","MMP24","Matrix metalloproteinase-24","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",19526,"Q9Y6N6","LAMC3","Laminin subunit gamma-3","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0010001",19551,"Q9Y6W6","DUSP10","Dual specificity protein phosphatase 10","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."
"GO:0014004",2044,"O60603","TLR2","Toll-like receptor 2","microglia differentiation","The process in which a relatively unspecialized cell acquires specialized features of a microglial cell. Microglia are glial cells that act as the immune cells of the central nervous system. They form part of the supporting structure of this system."
"GO:0014004",2049,"O60636","TSPAN2","Tetraspanin-2","microglia differentiation","The process in which a relatively unspecialized cell acquires specialized features of a microglial cell. Microglia are glial cells that act as the immune cells of the central nervous system. They form part of the supporting structure of this system."
"GO:0014004",2993,"P01137","TGFB1","Transforming growth factor beta-1 proprotein","microglia differentiation","The process in which a relatively unspecialized cell acquires specialized features of a microglial cell. Microglia are glial cells that act as the immune cells of the central nervous system. They form part of the supporting structure of this system."
"GO:0014004",3188,"P04062","GBA1","Lysosomal acid glucosylceramidase","microglia differentiation","The process in which a relatively unspecialized cell acquires specialized features of a microglial cell. Microglia are glial cells that act as the immune cells of the central nervous system. They form part of the supporting structure of this system."
"GO:0014004",3199,"P04150","NR3C1","Glucocorticoid receptor","microglia differentiation","The process in which a relatively unspecialized cell acquires specialized features of a microglial cell. Microglia are glial cells that act as the immune cells of the central nervous system. They form part of the supporting structure of this system."
"GO:0014004",3262,"P05067","APP","Amyloid-beta precursor protein","microglia differentiation","The process in which a relatively unspecialized cell acquires specialized features of a microglial cell. Microglia are glial cells that act as the immune cells of the central nervous system. They form part of the supporting structure of this system."
"GO:0014004",11416,"Q86YC3","NRROS","Transforming growth factor beta activator LRRC33","microglia differentiation","The process in which a relatively unspecialized cell acquires specialized features of a microglial cell. Microglia are glial cells that act as the immune cells of the central nervous system. They form part of the supporting structure of this system."
"GO:0014004",17980,"Q9P1Q0","VPS54","Vacuolar protein sorting-associated protein 54","microglia differentiation","The process in which a relatively unspecialized cell acquires specialized features of a microglial cell. Microglia are glial cells that act as the immune cells of the central nervous system. They form part of the supporting structure of this system."
"GO:0014005",2044,"O60603","TLR2","Toll-like receptor 2","microglia development","The process aimed at the progression of a microglial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0014005",2049,"O60636","TSPAN2","Tetraspanin-2","microglia development","The process aimed at the progression of a microglial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0014005",3262,"P05067","APP","Amyloid-beta precursor protein","microglia development","The process aimed at the progression of a microglial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0014005",11416,"Q86YC3","NRROS","Transforming growth factor beta activator LRRC33","microglia development","The process aimed at the progression of a microglial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0014006",2993,"P01137","TGFB1","Transforming growth factor beta-1 proprotein","regulation of microglia differentiation","Any process that modulates the frequency, rate or extent of microglia differentiation, the process in which a relatively unspecialized cell acquires specialized features of a microglial cell."
"GO:0014008",2993,"P01137","TGFB1","Transforming growth factor beta-1 proprotein","positive regulation of microglia differentiation","Any process that activates, maintains or increases the frequency, rate or extent of microglia differentiation, the process in which a relatively unspecialized cell acquires specialized features of a microglial cell."
"GO:0014009",2549,"O94874","UFL1","E3 UFM1-protein ligase 1","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",2784,"O95631","NTN1","Netrin-1","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",2818,"O95760","IL33","Interleukin-33","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",2988,"P01116","KRAS","GTPase KRas","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3000,"P01210","PENK","Proenkephalin-A","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3020,"P01374","LTA","Lymphotoxin-alpha","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3021,"P01375","TNF","Tumor necrosis factor","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3033,"P01584","IL1B","Interleukin-1 beta","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3188,"P04062","GBA1","Lysosomal acid glucosylceramidase","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3237,"P04637","TP53","Cellular tumor antigen p53","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3295,"P05231","IL6","Interleukin-6","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3340,"P06400","RB1","Retinoblastoma-associated protein","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3392,"P07333","CSF1R","Macrophage colony-stimulating factor 1 receptor","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3428,"P07948","LYN","Tyrosine-protein kinase Lyn","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3561,"P09603","CSF1","Macrophage colony-stimulating factor 1","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3946,"P10909","CLU","Clusterin","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",3975,"P11229","CHRM1","Muscarinic acetylcholine receptor M1","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",4052,"P12755","SKI","Ski oncogene","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",4135,"P14136","GFAP","Glial fibrillary acidic protein","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",4220,"P15514","AREG","Amphiregulin","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",4557,"P21359","NF1","Neurofibromin","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",4744,"P24723","PRKCH","Protein kinase C eta type","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",5005,"P30536","TSPO","Translocator protein","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",5189,"P35240","NF2","Merlin","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",5257,"P35716","SOX11","Transcription factor SOX-11","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",5294,"P36873","PPP1CC","Serine/threonine-protein phosphatase PP1-gamma catalytic subunit","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",5438,"P41743","PRKCI","Protein kinase C iota type","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",5481,"P42772","CDKN2B","Cyclin-dependent kinase 4 inhibitor B","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",5586,"P46531","NOTCH1","Neurogenic locus notch homolog protein 1","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",5673,"P48357","LEPR","Leptin receptor","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",5807,"P49767","VEGFC","Vascular endothelial growth factor C","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",5943,"P51608","MECP2","Methyl-CpG-binding protein 2","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",6285,"P56693","SOX10","Transcription factor SOX-10","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",6745,"P78423","CX3CL1","Fractalkine","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",6914,"Q01094","E2F1","Transcription factor E2F1","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",6945,"Q01650","SLC7A5","Large neutral amino acids transporter small subunit 1","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",7165,"Q06945","SOX4","Transcription factor SOX-4","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",7262,"Q09428","ABCC8","ATP-binding cassette sub-family C member 8","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",7822,"Q14289","PTK2B","Protein-tyrosine kinase 2-beta","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",7851,"Q14469","HES1","Transcription factor HES-1","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",8153,"Q15465","SHH","Sonic hedgehog protein","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",9743,"Q6DJT9","PLAG1","Zinc finger protein PLAG1","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",10431,"Q6ZMJ4","IL34","Interleukin-34","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",11927,"Q8N135","LGI4","Leucine-rich repeat LGI family member 4","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",12184,"Q8N5U6","RNF10","RING finger protein 10","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",14435,"Q96G23","CERS2","Ceramide synthase 2","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",15383,"Q99929","ASCL2","Achaete-scute homolog 2","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",17841,"Q9NZC2","TREM2","Triggering receptor expressed on myeloid cells 2","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",18123,"Q9UBD5","ORC3","Origin recognition complex subunit 3","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0014009",18865,"Q9UPY3","DICER1","Endoribonuclease Dicer","glial cell proliferation","The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."
"GO:0016167",1215,"O00451","GFRA2","GDNF family receptor alpha-2","glial cell-derived neurotrophic factor receptor activity","Combining with glial cell line-derived neurotrophic factor and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."
"GO:0016167",6252,"P56159","GFRA1","GDNF family receptor alpha-1","glial cell-derived neurotrophic factor receptor activity","Combining with glial cell line-derived neurotrophic factor and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."
"GO:0016167",10350,"Q6UXV0","GFRAL","GDNF family receptor alpha-like","glial cell-derived neurotrophic factor receptor activity","Combining with glial cell line-derived neurotrophic factor and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."
"GO:0016167",16252,"Q9GZZ7","GFRA4","GDNF family receptor alpha-4","glial cell-derived neurotrophic factor receptor activity","Combining with glial cell line-derived neurotrophic factor and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."
"GO:0021780",2616,"O95096","NKX2-2","Homeobox protein Nkx-2.2","glial cell fate specification","The process in which a cell becomes capable of differentiating autonomously into a glial cell in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed."
"GO:0021780",4806,"P26367","PAX6","Paired box protein Pax-6","glial cell fate specification","The process in which a cell becomes capable of differentiating autonomously into a glial cell in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed."
"GO:0021780",5679,"P48436","SOX9","Transcription factor SOX-9","glial cell fate specification","The process in which a cell becomes capable of differentiating autonomously into a glial cell in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed."
"GO:0021780",5879,"P50553","ASCL1","Achaete-scute homolog 1","glial cell fate specification","The process in which a cell becomes capable of differentiating autonomously into a glial cell in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed."
"GO:0021780",7620,"Q13516","OLIG2","Oligodendrocyte transcription factor 2","glial cell fate specification","The process in which a cell becomes capable of differentiating autonomously into a glial cell in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed."
"GO:0021781",2616,"O95096","NKX2-2","Homeobox protein Nkx-2.2","glial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."
"GO:0021781",4351,"P17542","TAL1","T-cell acute lymphocytic leukemia protein 1","glial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."
"GO:0021781",4806,"P26367","PAX6","Paired box protein Pax-6","glial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."
"GO:0021781",5181,"P35222","CTNNB1","Catenin beta-1","glial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."
"GO:0021781",5678,"P48431","SOX2","Transcription factor SOX-2","glial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."
"GO:0021781",5679,"P48436","SOX9","Transcription factor SOX-9","glial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."
"GO:0021781",5879,"P50553","ASCL1","Achaete-scute homolog 1","glial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."
"GO:0021781",6316,"P57073","SOX8","Transcription factor SOX-8","glial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."
"GO:0021781",7620,"Q13516","OLIG2","Oligodendrocyte transcription factor 2","glial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."
"GO:0021781",9366,"Q5TA89","HES5","Transcription factor HES-5","glial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."
"GO:0021781",17103,"Q9NP62","GCM1","Chorion-specific transcription factor GCMa","glial cell fate commitment","The process in which the developmental fate of a cell becomes restricted such that it will develop into a glial cell."
"GO:0021782",1147,"O00206","TLR4","Toll-like receptor 4","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",1248,"O00548","DLL1","Delta-like protein 1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",1471,"O15013","ARHGEF10","Rho guanine nucleotide exchange factor 10","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",1687,"O43175","PHGDH","D-3-phosphoglycerate dehydrogenase","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",1714,"O43286","B4GALT5","Beta-1,4-galactosyltransferase 5","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
